Date,Startup,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType,CR,Year,Month
2016-02-03,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,"kludein llc\\nphanindra sama, narayan ramachandran, pranav pai",Seed Funding,0.0,2016.0,February
2016-02-03,Systemantics,Technology,Industrial robots maker,Bangalore,"nandan nilekani, accel partners",Private Equity,11.55,2016.0,February
2016-03-03,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,dino morea,Seed Funding,0.0,2016.0,March
2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"blinc advisors, amit nanavati, tashwinder singh, taranjit jaswal, amit khanna",Private Equity,8.25,2016.0,March
2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,undisclosed investor,Seed Funding,4.125,2016.0,March
2016-04-03,TinyStep,Consumer Internet,Parenting Social Network Platform,Bangalore,matt glickman,Private Equity,0.0,2016.0,April
2016-04-03,Aahaa,ECommerce,Office Products Super Store,Chennai,"yournest angel fund,",Private Equity,8.25,2016.0,April
2016-04-03,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"sudhir mehta, anoop hingorani",Seed Funding,0.0,2016.0,April
2016-04-03,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,ivycap ventures,Seed Funding,1.2375,2016.0,April
2016-04-03,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,manoj kumar & other undisclosed investors,Seed Funding,0.0,2016.0,April
2016-04-03,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"daman soni, rajat gupta & others",Seed Funding,0.825,2016.0,April
2016-04-03,Tarusa World,ECommerce,Handicraft products eTailer,Mumbai,mohit gulati,Seed Funding,0.0,2016.0,April
2016-04-03,medECUBE,Healthcare,Healthcare related Services provider,Gurgaon,artiman ventures,Private Equity,33.0,2016.0,April
2016-07-03,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"ruchirans jaipuria, anuj sanghi",Seed Funding,4.125,2016.0,July
2016-07-03,Ninjacart,ECommerce,B2B marketplace for Farmers & Retailers,Bangalore,"accel partners, qualcomm ventures, m&s partners, zop smart",Private Equity,24.75,2016.0,July
2016-07-03,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"rebright partners, sol primero, sudhir anandarao, ankur warikoo, ankur singla",Seed Funding,4.125,2016.0,July
2016-07-03,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,unicorn ventures,Seed Funding,2.0625,2016.0,July
2016-07-03,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bangalore,"naveen tewari, abhay singhal, amit gupta, piyush shah, raghunandan g, rajiv mehta",Seed Funding,0.0,2016.0,July
2016-07-03,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,undisclosed private investors,Seed Funding,0.825,2016.0,July
2016-08-03,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,matrix partners india,Private Equity,0.0,2016.0,August
2016-08-03,Cookaroo,Consumer Internet,Food Delivery Platform,Bangalore,vijay krishna yadav,Seed Funding,0.0,2016.0,August
2016-08-03,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"apoorv ranjan sharma, daud ali and others",Seed Funding,0.0,2016.0,August
2016-08-03,LoveCycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,prime venture partners,Seed Funding,6.1875,2016.0,August
2016-08-03,Kartrocket,ECommerce,ECommerce SAAS platform,New Delhi,"undisclosed japanese investor, bertelsmann india investments, nirvana digital india fund, nirvana digital investment holding co ltd, 500 start-ups",Private Equity,66.0,2016.0,August
2016-08-03,dunzo,Consumer Internet,Daily Task Management App,Bangalore,"aspada investment advisors, blume ventures.",Seed Funding,5.3625,2016.0,August
2016-09-03,Indiamart,ECommerce,B2B Marketplace for SMBs,Noida,amadeus capital,Private Equity,0.0,2016.0,September
2016-09-03,SmartVizX,Technology,Virtual Reality Solutions,Noida,"indian angel network, stanford angels, entrepreneurs india",Seed Funding,4.125,2016.0,September
2016-09-03,MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bangalore,"vipul parekh, ajesh k murthy,",Seed Funding,20.625,2016.0,September
2016-09-03,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,purpletalk inc,Seed Funding,8.25,2016.0,September
2016-09-03,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"amit choudhary, anuj puri",Seed Funding,0.0,2016.0,September
2016-09-03,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,dheeraj jain & other angel investors,Seed Funding,3.3,2016.0,September
2016-09-03,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,"puneet gupta,",Seed Funding,0.0,2016.0,September
2016-10-03,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,undisclosed investors,Private Equity,91.575,2016.0,October
2016-10-03,Stylflip,ECommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"raj gala shah, zaheer memon",Seed Funding,0.0,2016.0,October
2016-10-03,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"ignition partners, greycroft partners, fidelity growth partners india",Private Equity,123.75,2016.0,October
2016-10-03,Supplified,ECommerce,Construction material eTailer,New Delhi,mohit goel,Seed Funding,8.25,2016.0,October
2016-11-03,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,janak parikh,Seed Funding,0.0,2016.0,November
2016-03-14,PinkBlue,ECommerce,Medical Supplies eTailer,Bangalore,"hari krishna, ajay modani, dr v ravinder, anirudh rastogi, abhishek jain, rakesh gakhar, rajeev mudumba, nagendra prasad bhanuprakash",Seed Funding,1.844766,2016.0,March
2016-03-14,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,agarwal movers group,Private Equity,122.925,2016.0,March
2016-03-14,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,hemang sahani,Seed Funding,0.0,2016.0,March
2016-03-15,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"s chand and co pvt ltd, blume ventures",Private Equity,8.25,2016.0,March
2016-03-15,Proximit,Technology,Advertising Technology,Pune,funding through 1crowd platform,Seed Funding,1.2375,2016.0,March
2016-03-15,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"alex kuruvilla, pradeep guha, saket dhankar, rajan pandhare",Seed Funding,2.0625,2016.0,March
2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"chandrashekar tallapragada, pankaj kapoor",Seed Funding,1.485,2016.0,March
2016-03-16,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"kris gopalakrishnan, atul nishar",Seed Funding,0.0,2016.0,March
2016-03-16,WorkIndia,Consumer Internet,Online Job Board,Mumbai,beenext,Seed Funding,0.0,2016.0,March
2016-03-16,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"zishaan hayath, abhishek goyal, arjun and rohan malhotra, harpreet singh grover, gagan dugal",Seed Funding,2.0625,2016.0,March
2016-03-17,Pramati,Healthcare,Specialized Patient Care platform,Noida,undisclosed investors,Seed Funding,1.65,2016.0,March
2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,swastika company ltd,Seed Funding,1.8975,2016.0,March
2016-03-17,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,undisclosed investors,Seed Funding,6.6,2016.0,March
2016-03-17,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"rannvijay singh, anita hassanandani",Seed Funding,0.891,2016.0,March
2016-03-18,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,sashi reddi & other unnamed investors,Private Equity,12.375,2016.0,March
2016-03-19,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,naveen gupta,Seed Funding,0.2475,2016.0,March
2016-03-21,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,unitus seed fund,Seed Funding,0.0,2016.0,March
2016-03-21,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,google capital,Private Equity,0.0,2016.0,March
2016-03-21,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,cashurdrive marketing pvt ltd,Private Equity,16.5,2016.0,March
2016-03-22,Byjuxe2x80x99s,Consumer Internet,Educational Video Content Creator,Bangalore,"sequoia india, sofina",Private Equity,618.75,2016.0,March
2016-03-22,BigBasket,eCommerce,Online Grocery Shop,Bangalore,abraaj group,Private Equity,1237.5,2016.0,March
2016-03-22,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"indian angel network, tracxn labs & others",Seed Funding,4.95,2016.0,March
2016-03-22,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,sachin tendulkar,Private Equity,0.0,2016.0,March
2016-03-22,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"rajul garg, alok mittal, kunal shah, rishi mandawat, dheeraj jain, sandeep tandon, dexter angel circle",Seed Funding,0.0,2016.0,March
2016-03-22,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"pix vine capital, infocomm development authority of singapore",Seed Funding,2.97,2016.0,March
2016-03-22,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,gain,Seed Funding,0.0,2016.0,March
2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"devidas desai, vipul gautam, singapore angel network",Seed Funding,0.825,2016.0,March
2016-03-23,SP Robotics,Technology,Robotic Classes for Students,Chennai,"indian angel network,",Seed Funding,2.475,2016.0,March
2016-03-23,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,"500 startups, littlerock, singularity ventures",Seed Funding,0.0,2016.0,March
2016-03-23,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"bitchemy ventures, maheshwari investments pvt ltd, anshoo gaur, rama krishna reddy, sandeep seerapu",Private Equity,2.7225,2016.0,March
2016-03-23,HashLearn,Consumer Internet,Mobile based private tutoring services,,"bhavish aggarwal, binny bansal,\\xc2\\xa0 rajan anandan, mekin maheshwar, sunil kalra, anupam mittal, krishna mehra, singapore angel network",Seed Funding,0.0,2016.0,March
2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,broadbean capital services,Private Equity,4.125,2016.0,March
2016-03-24,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"bharanidharan viswanathan, sanjiv mittal, shobhit shukla, rahul agarwal",Seed Funding,1.2375,2016.0,March
2016-03-28,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,undisclosed investors,Seed Funding,2.475,2016.0,March
2016-03-29,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,robin utthappa,Seed Funding,0.0,2016.0,March
2016-03-29,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"rajul garg, daljit singh, aditya vij, kishore kumar, shuchin bajaj",Seed Funding,2.475,2016.0,March
2016-03-29,Veritas Finance,Finance,Asset Based Lending platform,Chennai,sarva capital,Private Equity,38.775,2016.0,March
2016-03-29,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,1.65,2016.0,March
2016-03-29,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,jay vijayan,Seed Funding,4.125,2016.0,March
2016-03-30,True Balance,Technology,Mobile Balance Check App,Gurgaon,softbank ventures korea,Private Equity,0.0,2016.0,March
2016-03-30,Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,"alok mittal, amit gupta, anuj srivastava, himanshu aggarwal, raghunandan g, puneet agarwal",Seed Funding,3.3,2016.0,March
2016-03-31,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"mohandas pai, hiro mashita, singapore angel network, 500 startups, rajan anandan, ajay sarupria",Seed Funding,0.0,2016.0,March
2016-03-31,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,indian angel network,Seed Funding,0.0,2016.0,March
2016-01-02,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,New Delhi,snow leopard technology ventures,Seed Funding,0.0,2016.0,January
2016-02-02,Altizone,Technology,IoT & M2M Solutions,Pune,"wipro ventures,\\xc2\\xa0 lumis partners",Private Equity,33.0,2016.0,February
2016-02-02,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,"t v mohandas pai,\\xc2\\xa0 aarin capital",Seed Funding,0.0,2016.0,February
2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,multiple investors through ten minute million competition,Seed Funding,0.185625,2016.0,February
2016-02-02,MaaxMarket,Consumer Internet,Marketing Automation platform,,multiple investors through ten minute million competition,Seed Funding,0.185625,2016.0,February
2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,multiple investors through ten minute million competition,Seed Funding,0.185625,2016.0,February
2016-02-02,SoundSurround,Technology,Audio Technology Solutions,Mumbai,multiple investors through ten minute million competition,Seed Funding,0.185625,2016.0,February
2016-03-02,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,dunamis ventures pte ltd.,Seed Funding,8.25,2016.0,March
2016-03-02,RoadGods,ECommerce,Auto Spare Parts eTailer,New Delhi,green house ventures (ghv),Seed Funding,0.825,2016.0,March
2016-03-02,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,green house ventures (ghv),Seed Funding,0.825,2016.0,March
2016-03-02,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,ingram content group,Seed Funding,0.2475,2016.0,March
2016-04-02,Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,oranda global & others,Seed Funding,0.2475,2016.0,April
2016-05-02,Magic Crate,Education,Children Education Platform,Bangalore,"tv mohandas pai, aarin capital",Seed Funding,0.0,2016.0,May
2016-05-02,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"sherpa capital, nyca partners and thomvest ventures",Private Equity,111.375,2016.0,May
2016-05-02,Smartcooky,ECommerce,Marketplace for Health Foods,New Delhi,"vandana luthra,",Private Equity,0.0,2016.0,May
2016-05-02,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,nexus venture partners,Private Equity,0.0,2016.0,May
2016-05-02,BHIVE,Real Estate,Workspace Rentals,Bangalore,"raghunandan g, venturesity, arihant patni",Seed Funding,0.0,2016.0,May
2016-05-02,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"saha fund, tv mohandas pai, zia mody, mumbai angels, ananda kallugadde, rakesh desai, rakesh malhotra",Private Equity,8.25,2016.0,May
2016-05-02,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,undisclosed investors,Seed Funding,0.66825,2016.0,May
2016-05-02,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,undisclosed investors,Seed Funding,0.429,2016.0,May
2016-06-02,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,undisclosed investors,Seed Funding,8.25,2016.0,June
2016-06-02,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,"mohit goel, vinod jain & others",Seed Funding,0.0,2016.0,June
2016-08-02,Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,ratan tata,Private Equity,0.0,2016.0,August
2016-08-02,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,green house ventures (ghv),Seed Funding,0.825,2016.0,August
2016-08-02,AdUrCup,Consumer Internet,Ad Network,New Delhi,green house ventures (ghv),Seed Funding,0.825,2016.0,August
2016-08-02,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,sixth sense ventures,Private Equity,0.0,2016.0,August
2016-08-02,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"vinod bansal, sanjeev singhal",Seed Funding,0.0,2016.0,August
2016-08-02,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"mahesh parasuraman, rahul gautam & others",Seed Funding,0.0,2016.0,August
2016-08-02,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"saif partners, idg ventures india, vertex ventures, valiant capital",Private Equity,103.125,2016.0,August
2016-08-02,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,New Delhi,ratan tata,Private Equity,0.0,2016.0,August
2016-08-02,Hansel.io,Technology,Mobile App Tech Solutions,Bangalore,"endiya partners, mekin maheshwari, rajesh sawhney",Seed Funding,0.0,2016.0,August
2016-09-02,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"india ventures, aarin capital & others",Seed Funding,0.0,2016.0,September
2016-09-02,GOQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,edelweiss financial services,Private Equity,0.0,2016.0,September
